fdc_id,source,version,url,description,display_name,preparation,aliases,kcal,protein_g,fat_g,carbs_g,energy_nutrient_id
2768188,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2768188/nutrients,"Alaska Pollock, raw","Alaska Pollock, raw",raw,,78.4785,17.33,0.9925,0.0565,2047
2262074,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2262074/nutrients,"Almond butter, creamy","Almond butter, creamy",,,602.510076,20.78734,53.04,21.23666,2048
2257045,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2257045/nutrients,"Almond milk, unsweetened, plain, refrigerated","Almond milk, unsweetened, plain, refrigerated",,,19.33,0.65625,1.558,0.67075,2047
1999631,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/1999631/nutrients,"Almond milk, unsweetened, plain, shelf stable","Almond milk, unsweetened, plain, shelf stable",,,14.5562,0.5546875,1.221,0.3371125,2048
2747652,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2747652/nutrients,"Anchovies, canned in olive oil, with salt, drained","Anchovies, canned in olive oil, with salt, drained",canned in olive oil,,206.065,26.9375,9.853,2.4095,2047
2003590,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2003590/nutrients,"Apple juice, with added vitamin C, from concentrate, shelf stable","Apple juice, with added vitamin C, from concentrate, shelf stable",,,47.231814,0.0859375,0.2863,11.3639625,2048
1750340,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/1750340/nutrients,"Apples, fuji, with skin, raw","Apples, fuji, with skin, raw",raw,,58.20306,0.1484375,0.1625,15.6511625,2048
1750341,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/1750341/nutrients,"Apples, gala, with skin, raw","Apples, gala, with skin, raw",raw,,54.866865,0.1328125,0.15,14.7680875,2048
1750342,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/1750342/nutrients,"Apples, granny smith, with skin, raw","Apples, granny smith, with skin, raw",raw,,52.958085,0.265625,0.1375,14.142975,2048
1750343,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/1750343/nutrients,"Apples, honeycrisp, with skin, raw","Apples, honeycrisp, with skin, raw",raw,,54.033225,0.1015625,0.1,14.6819375,2048
1750339,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/1750339/nutrients,"Apples, red delicious, with skin, raw","Apples, red delicious, with skin, raw",raw,,55.622745,0.1875,0.2125,14.7817,2048
2346414,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346414/nutrients,"Applesauce, unsweetened, with added vitamin C","Applesauce, unsweetened, with added vitamin C",,,46.4205,0.2734375,0.1625,12.2615625,2048
2710815,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2710815/nutrients,"Apricot, with skin, raw","Apricot, with skin, raw",raw,,43.47915,0.96125,0.405,10.23875,2048
2710822,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2710822/nutrients,"Arugula, baby, raw","Arugula, baby, raw",raw,,25.9078525,1.64875,0.325,5.36825,2048
2710823,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2710823/nutrients,"Asparagus, green, raw","Asparagus, green, raw",raw,,23.529215,1.4375,0.2163,5.1012,2048
2710824,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2710824/nutrients,"Avocado, Hass, peeled, raw","Avocado, Hass, peeled, raw",raw,,206.0493,1.8125,20.31,8.3235,2048
1105073,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/1105073/nutrients,"Bananas, overripe, raw","Bananas, overripe, raw",raw,,77,0.73,0.22,20.1,2048
1105314,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/1105314/nutrients,"Bananas, ripe and slightly ripe, raw","Bananas, ripe and slightly ripe, raw",raw,,88,0.74,0.29,23.0,2048
2644285,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644285/nutrients,"Beans, black, canned, sodium added, drained and rinsed","Beans, black, canned, sodium added, drained and rinsed",canned,,115.28233,6.9125,1.273,19.8135,2048
2644287,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644287/nutrients,"Beans, cannellini, canned, sodium added, drained and rinsed","Beans, cannellini, canned, sodium added, drained and rinsed",canned,,112.0972,7.4125,1.169,18.8185,2048
2644281,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644281/nutrients,"Beans, cannellini, dry","Beans, cannellini, dry",,,336.59519,21.5625,2.199,59.7955,2048
2644294,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644294/nutrients,"Beans, great northern, canned, sodium added, drained and rinsed","Beans, great northern, canned, sodium added, drained and rinsed",canned,,113.66287,7.03125,1.266,19.32875,2048
2644289,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644289/nutrients,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed","Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",canned,,123.17082,7.8,1.256,21.03,2048
2644290,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644290/nutrients,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed","Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",canned,,123.51359,7.30625,1.299,21.44675,2048
2644286,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644286/nutrients,"Beans, navy, canned, sodium added, drained and rinsed","Beans, navy, canned, sodium added, drained and rinsed",canned,,115.82665,6.56875,1.398,19.98325,2048
2644292,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644292/nutrients,"Beans, pinto, canned, sodium added, drained and rinsed","Beans, pinto, canned, sodium added, drained and rinsed",canned,,113.59675,6.69375,1.266,19.60025,2048
321611,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/321611/nutrients,"Beans, snap, green, canned, regular pack, drained solids","Beans, snap, green, canned, regular pack, drained solids",canned,,20,1.04,0.39,4.11,2048
2346400,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346400/nutrients,"Beans, snap, green, raw","Beans, snap, green, raw",raw,,33.5679465,1.96875,0.275,7.41245,2048
2646174,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2646174/nutrients,"Beef, chuck, roast, boneless, choice, raw","Beef, chuck, roast, boneless, choice, raw",raw,,237.096894,18.4,17.8,0,2048
2646175,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2646175/nutrients,"Beef, flank, steak, boneless, choice, raw","Beef, flank, steak, boneless, choice, raw",raw,,169.562744,20.13125,9.399,0,2048
2514744,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2514744/nutrients,"Beef, ground, 80% lean meat / 20% fat, raw","Beef, ground, 80% lean meat / 20% fat, raw",raw,,247.812675,17.53125,19.44,0,2048
2514743,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2514743/nutrients,"Beef, ground, 90% lean meat / 10% fat, raw","Говяжий фарш 90/10, сырой",raw,говядина|говяжий фарш|говяжий фарш сырой,190.134819,18.15625,12.85,0,2048
746758,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/746758/nutrients,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted","Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted","cooked, roasted",,176,27.7,6.36,0.0,2048
746759,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/746759/nutrients,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw","Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",raw,,155,22.8,6.39,0.0,2048
2646172,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2646172/nutrients,"Beef, ribeye, steak, boneless, choice, raw","Beef, ribeye, steak, boneless, choice, raw",raw,,259.611425,18.74375,20.04,0,2048
746760,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/746760/nutrients,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw","Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",raw,,122,23.4,2.48,0.0,2048
746761,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/746761/nutrients,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw","Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",raw,,123,23.7,2.41,0.0,2048
2646173,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2646173/nutrients,"Beef, round, top round, boneless, choice, raw","Beef, round, top round, boneless, choice, raw",raw,,146.43655,21.475,5.703,0.852,2048
2727572,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2727572/nutrients,"Beef, short loin (NY strip steak), raw","Beef, short loin (NY strip steak), raw",raw,,196.004594,21.325,11.54,0.2212,2048
746762,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/746762/nutrients,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw","Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",raw,,145,22.7,5.32,0.0,2048
746763,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/746763/nutrients,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled","Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled","cooked, grilled",,219,27.3,11.4,0.0,2048
2727574,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2727574/nutrients,"Beef, top sirloin steak, raw","Beef, top sirloin steak, raw",raw,,146.16307,21.975,5.708,0.218,2048
2727573,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2727573/nutrients,"Beef, tenderloin steak, raw","Beef, tenderloin steak, raw",raw,,149.001,21.09375,6.456,0.18025,2048
2747653,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2747653/nutrients,"Beet greens, raw","Beet greens, raw",raw,,26.367,1.609375,0.1438,4.658825,2047
2685576,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2685576/nutrients,"Beets, raw","Beets, raw",raw,,40.965255,1.6875,0.3025,8.787,2048
2644293,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644293/nutrients,"Blackeye pea, canned, sodium added, drained and rinsed","Blackeye pea, canned, sodium added, drained and rinsed",canned,,112.882483,6.925,1.296,19.1659,2048
2644284,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644284/nutrients,"Blackeye pea, dry","Blackeye pea, dry",,,345.5703,21.225,2.419,61.836,2048
2346411,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346411/nutrients,"Blueberries, raw","Blueberries, raw",raw,,57.384621,0.703125,0.3063,14.571775,2048
747447,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/747447/nutrients,"Broccoli, raw","Брокколи, сырая",raw,овощи|брокколи|брокколи сырая,32,2.57,0.34,6.27,2048
2685575,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2685575/nutrients,"Brussels sprouts, raw","Brussels sprouts, raw",raw,,48.77870625,3.984375,0.565,9.615625,2048
2512378,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2512378/nutrients,"Buckwheat, whole grain","Buckwheat, whole grain",,,331.6005206,11.06534,3.039,71.13066,2048
2710820,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2710820/nutrients,"Bulgur, dry, raw","Bulgur, dry, raw",raw,,349.3017225,11.75625,2.421,75.88175,2048
2259792,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2259792/nutrients,"Buttermilk, low fat","Buttermilk, low fat",,,42.9180362,3.464978,1.081,4.811522,2048
2685572,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2685572/nutrients,"Cabbage, bok choy, raw","Cabbage, bok choy, raw",raw,,17.0032275,1.02375,0.2338,3.51495,2048
2346407,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346407/nutrients,"Cabbage, green, raw","Cabbage, green, raw",raw,,27.8695,0.96125,0.2275,6.38375,2048
2346408,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346408/nutrients,"Cabbage, red, raw","Cabbage, red, raw",raw,,29.943836,1.2425,0.2138,6.7899,2048
2258587,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2258587/nutrients,"Carrots, baby, raw","Carrots, baby, raw",raw,,38.250983,0.805,0.1375,9.0787,2048
746764,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/746764/nutrients,"Carrots, frozen, unprepared","Carrots, frozen, unprepared",frozen,,37,0.81,0.47,7.92,2048
2258586,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2258586/nutrients,"Carrots, mature, raw","Carrots, mature, raw",raw,,44.978589,0.94125,0.3506,10.26755,2048
2685573,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2685573/nutrients,"Cauliflower, raw","Cauliflower, raw",raw,,22.85237775,1.640625,0.2375,4.723075,2048
2346405,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346405/nutrients,"Celery, raw","Celery, raw",raw,,14.83215875,0.4921875,0.1625,3.3165125,2048
747429,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/747429/nutrients,"Cheese, American, restaurant","Cheese, American, restaurant",,,373,17.5,31.1,6.35,2048
328637,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/328637/nutrients,"Cheese, cheddar","Cheese, cheddar",,,408,23.3,34.0,2.44,2048
2647443,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2647443/nutrients,"Cheese, cotija, solid","Cheese, cotija, solid",,,351.761072,23.83568,27.24,2.72432,2048
328841,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/328841/nutrients,"Cheese, cottage, lowfat, 2% milkfat","Cheese, cottage, lowfat, 2% milkfat",,,84,11.0,2.3,4.31,2048
746765,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/746765/nutrients,"Cheese, dry white, queso seco","Cheese, dry white, queso seco",,,326,24.5,24.3,2.07,2048
2259796,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2259796/nutrients,"Cheese, feta, whole milk, crumbled","Cheese, feta, whole milk, crumbled",,,273.472498,19.70782,19.08,5.58318,2048
2647438,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2647438/nutrients,"Cheese, monterey jack, solid","Cheese, monterey jack, solid",,,390.73759,22.6171,32.63,1.8979,2048
329370,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/329370/nutrients,"Cheese, mozzarella, low moisture, part-skim","Cheese, mozzarella, low moisture, part-skim",,,298,23.7,20.4,4.44,2048
2647441,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2647441/nutrients,"Cheese, oaxaca, solid","Cheese, oaxaca, solid",,,298.113882,22.14498,22.1,2.40202,2048
325036,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/325036/nutrients,"Cheese, parmesan, grated","Cheese, parmesan, grated",,,420,29.6,28.0,12.4,2048
2259795,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2259795/nutrients,"Cheese, parmesan, grated, refrigerated","Cheese, parmesan, grated, refrigerated",,,404.763418,30.13912,29.5,4.33188,2048
2647439,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2647439/nutrients,"Cheese, pasteurized process cheese food or product, American, singles","Cheese, pasteurized process cheese food or product, American, singles",,,307.89587,15.5672,23.86,8.1898,2048
325198,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/325198/nutrients,"Cheese, pasteurized process, American, vitamin D fortified","Cheese, pasteurized process, American, vitamin D fortified",,,366,18.0,30.6,5.27,2048
2647440,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2647440/nutrients,"Cheese, provolone, sliced","Cheese, provolone, sliced",,,356.900072,23.45288,28.13,2.45312,2048
2647442,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2647442/nutrients,"Cheese, queso fresco, solid","Cheese, queso fresco, solid",,,297.41686,18.8848,23.36,2.9572,2048
746766,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/746766/nutrients,"Cheese, ricotta, whole milk","Cheese, ricotta, whole milk",,,157,7.81,11.0,6.86,2048
746767,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/746767/nutrients,"Cheese, swiss","Cheese, swiss",,,393,27.0,31.0,1.44,2048
2346399,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346399/nutrients,"Cherries, sweet, dark red, raw","Cherries, sweet, dark red, raw",raw,,63.290775,1.039375,0.1925,16.163125,2048
2710819,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2710819/nutrients,"Chia seeds, dry, raw","Chia seeds, dry, raw",raw,,490.09552,17.013,32.89,38.273,2048
2646170,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2646170/nutrients,"Chicken, breast, boneless, skinless, raw","Chicken, breast, boneless, skinless, raw",raw,,112.20227,22.525,1.934,0,2048
331960,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/331960/nutrients,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised","Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised","cooked, braised",,166,32.1,3.24,0.0,2048
331897,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/331897/nutrients,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised","Chicken, broilers or fryers, drumstick, meat only, cooked, braised","cooked, braised",,156,23.9,5.95,0.0,2048
2514746,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2514746/nutrients,"Chicken, ground, with additives, raw","Chicken, ground, with additives, raw",raw,,138.128494,17.9125,7.161,0,2048
2646171,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2646171/nutrients,"Chicken, thigh, boneless, skinless, raw","Chicken, thigh, boneless, skinless, raw",raw,,149.306475,18.6125,7.916,0,2048
2644288,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644288/nutrients,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed","Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",canned,,132.972,7.01875,3.096,20.32025,2048
2644282,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2644282/nutrients,"Chickpeas, (garbanzo beans, bengal gram), dry","Chickpeas, (garbanzo beans, bengal gram), dry",,,371.99469,21.275,6.274,60.358,2048
2747654,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2747654/nutrients,"Cod, Pacific or Alaskan, frozen, wild caught","Cod, Pacific or Alaskan, frozen, wild caught",frozen,,60.84,14.2,0.216,0.524,2047
2685574,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2685574/nutrients,"Collards, raw","Collards, raw",raw,,38.7580825,2.96875,0.77,7.02225,2048
333008,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/333008/nutrients,"Cookies, oatmeal, soft, with raisins","Cookies, oatmeal, soft, with raisins",,,430,5.79,14.3,69.6,2047
2710835,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2710835/nutrients,"Corn flour, masa harina, white or yellow, dry, raw","Corn flour, masa harina, white or yellow, dry, raw",raw,,366.03011,7.5625,4.34,76.6895,2048
2710826,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2710826/nutrients,"Corn, sweet, yellow and white kernels,  fresh, raw","Corn, sweet, yellow and white kernels,  fresh, raw",raw,,72.85765625,2.789375,1.626,14.689625,2048
2346384,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346384/nutrients,"Cottage cheese, full fat, large or small curd","Cottage cheese, full fat, large or small curd",,,104.574374,11.62436,4.225,4.59964,2048
2003594,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2003594/nutrients,"Cranberry juice, not fortified, from concentrate, shelf stable","Cranberry juice, not fortified, from concentrate, shelf stable",,,31.298775,0.0,0.3375,7.26375,2048
2346385,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346385/nutrients,"Cream cheese, full fat, block","Cream cheese, full fat, block",,,336.73206,5.78985,33.49,4.55615,2048
2346386,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346386/nutrients,"Cream, heavy","Cream, heavy",,,335.8933226,2.017994,35.56,3.799506,2048
2346387,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346387/nutrients,"Cream, sour, full fat","Cream, sour, full fat",,,192.7437716,3.070694,17.99,5.555506,2048
2684446,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2684446/nutrients,"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated","Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",,,86.021115,18.65,0.8075,0,2048
2684443,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2684443/nutrients,"Crustaceans, shrimp, farm raised, raw","Crustaceans, shrimp, farm raised, raw",raw,,75.699433,15.56875,0.8013,0.48495,2048
2346406,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2346406/nutrients,"Cucumber, with peel, raw","Огурец с кожурой, сырой",raw,овощи|огурец,13.934925,0.625,0.1775,2.9525,2048
323793,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/323793/nutrients,"Egg, white, dried","Egg, white, dried",dried,,376,79.9,0.65,6.02,2048
323697,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/323697/nutrients,"Egg, white, raw, frozen, pasteurized","Egg, white, raw, frozen, pasteurized","raw, frozen",,48,10.1,0.16,0.74,2048
329490,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/329490/nutrients,"Egg, whole, dried","Egg, whole, dried",dried,,576,48.1,39.8,1.87,2048
323604,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/323604/nutrients,"Egg, whole, raw, frozen, pasteurized","Egg, whole, raw, frozen, pasteurized","raw, frozen",,150,12.3,10.3,0.91,2048
329716,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/329716/nutrients,"Egg, yolk, dried","Egg, yolk, dried",dried,,654,34.2,55.5,1.07,2048
329596,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/329596/nutrients,"Egg, yolk, raw, frozen, pasteurized","Egg, yolk, raw, frozen, pasteurized","raw, frozen",,297,15.6,25.1,0.59,2048
2685577,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2685577/nutrients,"Eggplant, raw","Eggplant, raw",raw,,22.35856525,0.851875,0.12,5.399325,2048
747997,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/747997/nutrients,"Eggs, Grade A, Large, egg white","Eggs, Grade A, Large, egg white",,,55,10.7,0.0,2.36,2048
748967,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/748967/nutrients,"Eggs, Grade A, Large, egg whole","Eggs, Grade A, Large, egg whole",,,147,12.4,9.96,0.96,2048
748236,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/748236/nutrients,"Eggs, Grade A, Large, egg yolk","Eggs, Grade A, Large, egg yolk",,,334,16.2,28.8,1.02,2048
2710827,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2710827/nutrients,"Einkorn, grain, dry, raw","Einkorn, grain, dry, raw",raw,,345.6801839,15.11719,3.811,68.65381,2048
2710828,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2710828/nutrients,"Farro, pearled, dry, raw","Farro, pearled, dry, raw",raw,,344.0049964,12.63944,3.103,72.13156,2048
2747655,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2747655/nutrients,"Fennel, bulb, raw","Fennel, bulb, raw",raw,,26.8924,0.921875,0.14,5.486225,2047
746768,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/746768/nutrients,"Figs, dried, uncooked","Figs, dried, uncooked",dried,,249,3.3,0.92,63.9,2048
2684445,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2684445/nutrients,"Fish, catfish, farm raised, raw","Fish, catfish, farm raised, raw",raw,,133.787497,16.46875,7.308,0,2048
2684444,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/2684444/nutrients,"Fish, cod, Atlantic, wild caught, raw","Fish, cod, Atlantic, wild caught, raw",raw,,70.477065,16.06875,0.6675,0,2048
333374,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/333374/nutrients,"Fish, haddock, raw","Fish, haddock, raw",raw,,74,16.3,0.45,0.0,2048
333476,USDA FoodData Central Foundation Foods,2026-04-30,https://fdc.nal.usda.gov/food-details/333476/nutrients,"Fish, pollock, raw","Fish, pollock, raw",raw,,56,12.3,0.41,0.0,2048
